image_no,r_knee_angle,l_knee_angle,l_foot_angle,r_foot_angle,r_ankle_angle,l_ankle_angle,l_hip_angle,r_hip_angle,r_shoulder_angle,l_shoulder_angle,label
404,211.74674372562,214.326754811918,262.889060339936,225.540468822847,114.861126000009,102.099305841886,68.1350099324014,214.834716389449,148.103273362718,261.446449802583,1
405,211.750370970307,214.317750598461,262.890428284462,217.731722327517,114.850250481966,102.101103057499,68.1325445094029,214.806158591202,148.10183221643,261.450972566566,1
406,211.74550519599,214.328212357797,262.884423193542,225.51647435846,114.839726608028,102.102299689535,68.1331006696774,214.847931244689,148.098428434738,261.451094891947,1
407,211.564883158162,221.375133901145,253.559403244017,246.120159749564,119.832211726588,97.4253199494972,114.518948479935,232.934748898649,137.382452149873,261.455149162989,1
408,279.819289739249,213.69671469916,239.863245073033,262.194331092541,122.242905826709,103.484997516547,226.220819351639,137.940457934503,129.939585967133,302.005375014194,1
409,286.415147556071,212.635613985592,266.343937216887,290.97239157466,145.491605939014,116.512226020065,243.87682520822,135.198627058879,129.204175820895,249.705369316407,1
410,285.436444581585,215.365403850688,266.315286309915,290.993959817055,145.503888124368,115.117152768904,242.551228433187,141.561975732887,129.234122840896,249.722394912093,1
411,144.783393088509,91.405376887569,117.427581442655,97.409576630314,254.66353986382,239.825381112369,276.016956776816,110.810395317061,158.757724481551,233.448929891236,1
412,148.243481169492,136.338224963583,122.813000811579,124.711557183264,262.77020395814,254.275237848281,297.46108863341,64.0835036932929,157.798933433131,230.435177481448,1
413,148.243747666659,136.338452410347,122.798176305327,124.699514511042,262.765082255811,254.26581375793,297.459905012547,64.0889555393202,157.797240954977,230.435571914042,1
414,154.110479332076,167.839164163563,92.4008449641165,100.633615000446,257.839131378877,234.608717086819,304.115574403518,85.7004491527786,151.050876015484,239.619535718803,1
415,154.10854278094,167.837736500324,92.401104985033,100.643642133283,257.844134432453,234.608863661777,304.12130656087,85.7075413670929,151.040743537683,239.616556716848,1
416,158.358931760532,181.016978160133,102.287548671577,94.2108662123321,256.634561817302,250.929484956422,309.881264294613,76.1000464310938,142.546704421885,239.263599068348,1
417,158.354626199542,181.01611986043,102.276080059599,94.2157641077129,256.640762772229,250.932348853709,309.88044337394,76.1002270200454,142.542476736656,239.262285413172,1
418,156.619269403575,186.311937650374,96.6963009088566,89.7363727992725,256.943269591429,262.774542439804,317.439109403154,79.0047082167201,119.934777434681,232.256194654047,1
419,156.621567180372,186.31144571896,96.696125671278,89.7301746717105,256.943968531519,262.774054004088,317.439845743097,79.0031392822771,119.940865326401,232.255773888515,1
420,157.033312376645,172.694091779599,129.565066009473,91.8754091189168,258.886875167528,265.289267572034,343.120370918926,78.5106502718887,92.7053801626822,227.486129120073,1
421,157.035732911807,172.69488989813,129.576875846026,91.8641852250845,258.882120384383,265.292121344118,343.120156625247,78.5068759749408,90.054352186266,230.037313466093,1
422,159.254598600118,161.090279317915,124.205044628825,96.4353716794008,260.843310129147,277.962910490132,344.045418345244,58.335424833249,86.0847902980266,228.894478568318,1
423,159.244330136466,161.088705135969,124.189174990609,96.4280725791519,260.832708354069,277.959859754263,344.046252920446,58.2955029449423,86.0856815598766,228.894618669695,1
424,159.251416115043,161.085571599026,124.190014736169,96.4325801479407,260.841734339717,277.95806559345,344.053585894383,58.3277427776895,86.0808541024507,228.89874705731,1
425,159.253004003268,161.083483128751,124.190179263554,96.4305079752942,260.841675490131,277.960582787798,344.048261575065,58.3292530667104,86.0781417676747,228.900031799246,1
426,156.725655507009,140.837330694265,115.9593162975,96.3934122471978,261.967580206113,281.851972609008,353.935588727869,67.5690980002213,91.392923569335,226.770741982655,1
427,156.718555044144,140.841858938869,115.961786468313,96.3898310428894,261.965143697695,281.849732026272,353.945282759649,67.5495594848086,91.3942335737,226.77172573413,1
428,156.807888612329,143.152953037407,102.345539736377,95.5587592037523,259.160990278244,284.969186537893,336.715578829473,79.9994538106206,102.579672420625,229.45409205431,1
429,156.808952438378,143.152355489589,102.343064811897,95.5639597036761,259.163597320949,284.974267272187,336.60856399911,80.004986678287,102.576476980169,230.107022893193,1
430,160.126618850248,137.507289794769,135.032705857698,96.3930749223405,261.052741839619,284.819213248527,352.609115432052,91.9986366160034,108.829257534696,236.140501278119,1
431,160.116966974729,137.516763422667,131.852321872573,96.3971007428685,261.048878000358,284.819939216146,352.627617520639,92.0146338836325,108.830673342029,236.14172209145,1
432,155.721016249685,146.040929681951,106.787530673399,96.2345230191089,259.913005123486,275.259936138207,305.277242000902,88.965193322466,115.876116822347,245.98465389004,1
433,155.721660869895,146.03779852894,106.78199488728,96.2475946550162,259.912747478148,275.25904474026,305.354399403168,88.9786477578956,115.877449532265,245.983227478865,1
434,163.359826538314,145.350167770173,114.561237137602,96.3065518038935,255.33599483121,267.884931702574,293.819660243545,90.2867910460574,122.30077529509,249.942522309282,1
435,163.372299192421,145.341839284872,114.562517303596,96.3009304340059,255.325314571882,267.89891280215,293.855789682555,90.2785161204212,122.299399990256,249.942356252701,1
436,169.406182869991,139.062160305075,119.261497403571,94.1039297811967,250.90234989209,266.422070991083,278.708279312341,92.0542791458582,124.878183552662,253.957733386939,1
437,169.406118387311,139.066133701496,119.27454366956,94.1015957301145,250.90924874582,266.417908240855,278.709829916584,92.0547620594213,124.883264650842,253.953895254037,1
438,172.916121261582,130.043103188715,132.456632380067,87.3085812305274,249.280747045103,268.078375824553,294.438367802717,83.315938815749,132.409369512852,251.965296987281,1
439,172.917033382039,130.041980565024,132.453930962062,87.3068425534706,249.279418433633,268.07747348427,294.438904860796,83.3170152477551,132.413501062094,251.966758879685,1
440,173.915569084788,123.547334800125,104.400224777951,111.872381786395,243.096391648406,255.842793902266,298.1881783698,66.1682297359493,131.665849157854,256.581807351244,1
441,173.908266120985,123.546277094784,104.409823032787,111.894225041611,243.104437782814,255.852301974052,298.19507280524,66.1817458195169,133.050673438235,256.593998688733,1
442,194.068072303651,208.261650678059,280.774301919622,287.733821801308,137.693650685096,132.005500918078,255.832833534706,93.5741678872015,123.4626090419,259.178103228613,1
443,194.070675279745,208.257329468402,280.819069921601,287.809455162734,137.755259519666,132.030740826317,255.836625297623,93.5754265199612,123.457311591842,259.177798541455,1
444,196.340465706861,202.562042175854,257.582247966745,0.220098483203663,168.816156108138,126.883011735122,260.943073340497,84.8711600490102,126.969365887797,243.646423305095,1
445,196.341861555811,202.562293179163,257.743441413566,0.333087897678924,168.860017844496,126.979534849782,260.940791606136,84.85939549193,126.965907202202,243.642923455495,1
446,195.121779826758,194.549269632048,258.149565534345,20.9788310723891,174.607262469462,131.510837953871,256.672257664926,87.1306794928212,123.28765326338,261.579213241451,1
447,195.137825794649,194.547243791686,258.089530319072,20.8463459335494,174.524615518821,131.49373093304,256.669089600629,87.1194439876065,126.325772566664,255.011260848042,1
448,191.755773291754,188.582177684321,297.263720857943,58.6577755534371,207.299435929165,173.344867463138,258.906529049598,82.5933697230464,116.509688960329,254.785256650277,1
449,191.737929022946,188.462862659559,297.314417056357,58.6922188444661,207.331527432856,173.621688373845,258.820886537987,82.6000932714648,116.50325769215,254.766510737368,1
450,166.022064128292,184.748688526783,348.529890004973,43.5417298753411,221.048071930017,182.543282971914,269.706715348777,86.0035573967732,107.601758053099,244.386277478903,1
451,166.042471283064,188.778989250031,341.747464393036,40.7683584696236,218.272885567646,173.921767634657,267.553056529703,85.9988932772665,107.606434603388,244.389628531664,1
452,166.038754574699,188.785333801519,341.699806725294,43.4768926554137,220.997536454699,173.891911461447,267.551609461392,86.0069696629915,107.609796013334,244.384636602038,1
453,177.437789354855,194.798201411703,274.447972753247,350.122669238439,155.656760871994,135.569525247989,265.897262418483,107.744723992374,120.908486518535,280.509506977222,1
454,177.440340441096,194.797058947871,274.470879120554,350.088568732461,155.64039039318,135.585170157158,265.900484871732,107.738967527638,120.904629365897,280.511422986776,1
455,182.34182392051,182.335786376012,266.245209700378,342.205078633049,144.49045061897,162.096726210962,270.14025663733,113.672989025226,121.405921778469,284.676560619317,1
456,182.331708729706,182.330821095743,263.104849821545,341.747694004137,144.549296990731,158.965628261148,270.137518439799,113.67901167514,121.402894723611,284.672983857646,1
457,181.119522322669,184.36484487911,251.233243419488,239.262522721411,151.434613482375,143.014247755158,261.960653495866,119.524735560904,113.154077947616,291.803468648677,1
458,181.114544162405,184.360168455512,251.226386562714,239.272716700586,151.421838717267,143.008845033186,261.961785106755,119.526074343119,113.159039263575,291.794916961711,1
459,199.914572978582,189.894105898681,256.853325692114,269.108915331039,138.153174900973,142.762027051887,262.009944048078,111.74063871164,114.511797399712,253.08098330905,1
460,199.921696799573,189.878681756858,256.865462169477,269.100315637491,138.146856396327,142.810901057069,262.023450706299,111.750869201146,114.48944870845,253.087296871216,1
461,216.710806687679,185.973926904252,271.53101283159,233.777522673091,132.793256097573,155.324227686067,268.100166858977,109.652250554231,120.641597875013,227.267324737671,1
462,216.698565782161,185.957601461143,271.621847126047,208.413537018192,132.812206765378,155.430659175654,268.10767298433,109.659419734469,120.645713454098,227.300086263848,1
463,226.137617151482,180.651086926367,282.792206640617,225.379211277851,126.789446169112,156.576069578978,278.918640731969,116.447753729324,113.101460178885,230.543920925679,1
464,226.157080247807,180.653766234472,282.932657747794,225.403591858507,126.791456269251,156.699871993939,278.909096025384,116.424505944188,113.096266827371,230.545510565383,1
465,223.859103553899,184.716899083863,264.640229637308,244.07835225067,130.702997267149,151.13486573831,278.061588656611,103.171971796545,113.366039886697,236.519968734842,1
466,223.86169290784,184.700375212753,267.88328533825,244.078684012372,130.683077661567,154.388943916915,278.060892271706,103.156296938543,113.341270130887,236.506728330653,1
467,223.870223148459,184.695119840536,267.894484029161,244.082765149778,130.717644793833,154.394076621241,278.061286487438,103.151407818772,113.338906045198,236.504959797613,1
468,223.868855914944,184.695674624672,262.223870251285,244.06292606932,130.731367298109,148.700686337445,278.062247131726,103.153429517197,113.336341012159,236.510428254866,1
469,204.426151941501,190.512667593959,273.210728396871,295.883902013357,120.977746414004,133.984855755694,270.211114211966,87.8426867803642,113.90174387798,242.829279267631,1
470,204.415082656294,190.517856606544,273.223737261994,295.907343094303,120.989516737539,133.988175137496,270.207891695759,87.8458914374529,113.902020771827,242.828019004347,1
471,183.804166377476,185.041084972203,285.380212581079,302.657279395065,123.667562467395,120.754996507615,280.773447566953,86.4599430805422,113.710179281564,232.882349643695,1
472,183.80113710183,185.03910495391,276.583857675173,302.544707869887,123.650874001399,120.743751461798,280.780279666191,86.4589491482838,113.711069901573,232.908445899834,1
473,188.204915340045,180.684071235274,317.267716681174,327.02325909014,167.400200422985,159.788215416938,274.105564727313,78.6075806131737,116.369217959365,226.702052355677,1
474,188.524863500112,180.7034490072,317.082047011585,311.64590519223,163.735405004076,159.639413804715,274.106828253565,78.6152282400085,116.363787919775,226.701908218307,1
475,183.851373875319,176.778835093707,251.021609314232,269.765213600078,111.959745986839,125.733855946366,277.612584185409,72.0188610352079,116.30868202289,249.446834849947,1
476,183.852185721734,175.09862138927,255.929802674994,269.831186205899,112.00346784099,130.658715435984,279.228863956139,72.0093877676705,112.840836013952,253.850312027856,1
477,182.960438897913,183.874039377069,249.001803627329,226.133544999028,92.5032926070395,116.511143311046,282.96498882208,58.6052611435403,113.897834242248,239.301763801299,1
478,182.963523119643,183.862341130727,248.925756697512,226.130535572366,92.4822125407208,116.44185138778,282.973441038447,58.6118413055267,113.882967529465,239.286133721384,1
479,184.191933418723,184.515096396516,252.358019223961,265.127615413071,116.784418119639,117.912078227067,282.767906336626,54.549452554189,116.340669995671,238.636594952922,1
480,145.0742262375,147.765189831529,102.981063112668,122.792446304714,269.262388495183,252.483898511673,267.011577169708,87.4717743080766,93.6573357021314,250.575555270188,1
481,129.153276370326,148.318343903366,100.791130185016,123.959890776193,278.724351119752,252.262567854546,265.31848471965,97.6289129405835,82.607996807798,248.018602370682,1
482,135.184633548137,154.803271401977,97.6423804417646,131.024444801128,273.572703007655,253.293054150573,264.765988401989,95.8002600726596,83.3274089038491,248.588007804701,1
483,137.515755011681,159.635851981101,105.381534801265,134.872958392155,269.14828191005,255.756618275772,259.544327838018,103.952459679569,81.7392056281476,250.418151126745,1
484,147.637499114828,163.903670267233,108.066405760868,96.2404733004617,265.455860926857,249.872676456526,255.618834813289,106.141904143082,87.9314182447603,251.854214690759,1
485,147.636709148876,163.899034670918,108.023732688744,96.2492890314674,265.46007852612,249.883176604166,255.617728612016,106.14259873803,87.9241343332942,251.847601665985,1
486,163.493315327093,158.379400927396,121.26851166736,122.906625621493,260.316392425426,232.862771074157,251.529184801362,113.544977379438,91.5460835011541,247.438249272415,1
487,172.362648824294,138.439242292621,132.123051697672,100.397135333322,255.228017257879,229.583565964352,259.097597923591,115.475404492607,87.4447617974337,240.264746890544,1
488,170.923752553467,118.779424339535,123.859708289739,104.295317562922,252.007102239786,220.536301173268,253.029133099308,117.082610960508,90.8845590825055,247.229817647326,1
489,160.63921121455,95.0915023117485,118.855852548855,92.340033248342,243.031848231869,218.267917000627,263.529513587731,113.736478527633,76.7403979777828,233.872005587391,1
490,147.705258224101,82.4599467293488,99.4791572441503,94.9516339562308,248.167344963437,223.159331674638,253.123062259739,109.599269682868,127.386606016555,232.614222761125,1
491,143.744198710826,94.0086903036263,111.085001620653,92.3563196991655,253.884997296735,253.611722835581,263.17471260203,112.296141701906,151.314657344145,231.27487420777,1
492,143.197498608703,140.014077161072,113.527322501321,139.560134396164,273.04725947684,248.164010326613,305.581980475894,94.5610993525299,100.468804964211,235.883279264971,1
493,143.146298359586,171.035404883158,82.9757511892168,94.9632550155789,256.799906551239,229.564047183045,296.294845617115,84.5880143482628,106.745118474677,232.630300799535,1
494,149.884625579602,181.704138435316,97.5786335111217,95.9410948388894,258.109005865105,239.675944653452,315.34372190417,75.8470519492307,111.385804526996,232.93005229163,1
495,149.885221122555,181.714392820059,97.5925042850633,95.9290893741687,258.100078770215,239.68779176065,315.337069741197,75.8383262547728,108.65562098686,235.618446645908,1
496,150.451480297974,189.883721930096,106.468823033948,94.3338825967616,259.911152308263,251.984876909943,314.629465436536,80.7187854203221,116.318050322646,237.363781305569,1
497,151.579892122662,179.739858281287,116.010889554785,94.2196463655386,259.554270440155,260.4500619471,300.054594814197,93.5244873313991,127.235563823488,242.719725789583,1
498,151.274522491146,175.445831809016,105.936309718296,106.943432895522,261.587293936007,263.88469446518,294.923140862871,92.0213808812473,121.801389209241,241.623419327474,1
499,151.587861999849,169.981715633668,114.239156200728,101.329925812859,259.947547885549,270.003914528722,316.075155781862,91.6733148671193,112.058459153914,237.506974062213,1
500,153.862218043209,169.372333956099,101.69603920472,94.9760063463721,258.873246836949,273.37054481837,328.509642665257,90.4281109491865,100.162448338838,237.237446147552,1
501,155.574552043953,172.244041913171,122.132532020187,100.409255628906,255.941460058603,275.764200870301,296.073406497781,94.7474470527832,100.934685820681,232.299637156804,1
502,161.421188731663,159.053830722006,124.245280692197,91.2481204766887,252.564202306319,274.717422010244,304.606738570327,74.7020926234632,88.877888190342,237.829366025319,1
503,162.430670947234,145.101866227712,104.094815359504,92.1384338723778,252.098932735026,271.392183516455,284.797549627534,82.2571342960113,89.0648977655889,245.480111469343,1
504,162.599617125624,135.889004315721,132.405919944397,91.8133309327195,252.004295666354,271.055280827692,253.401091037009,77.5122939388029,81.410430626226,244.990999721193,1
505,107.7044081241,142.844732438714,140.679775954955,105.844814845211,273.233619242736,287.034820440644,259.751944373572,141.530993294524,258.36259097564,147.948880376071,1
506,126.672219347693,141.975047065793,113.211729079072,115.042836420169,271.90810453517,266.6787367486,231.776084332326,130.082897544482,238.796745183234,169.836421686336,1
507,126.676693617194,141.973129124124,113.207234822797,115.065821337218,271.920935169507,266.67623351246,231.783464928378,130.086706607824,238.784270399404,169.831139218593,1
508,138.684436676748,133.727626719684,122.338318963547,121.412612717956,278.902071999506,251.062785297748,243.419357530503,120.721875340407,215.553817399824,159.043755521444,1
509,138.684208586072,133.728641105757,122.341789916161,122.590580303235,278.901560434828,251.059520349888,243.418627354524,120.728851007314,215.552977836522,159.036078528681,1
510,138.686430672651,133.729754936541,122.361793362075,122.590701844417,278.894195820273,251.070038680187,243.424927628046,120.734010919211,215.557904953423,159.033868558556,1
511,138.684570065402,133.724907487232,122.365325654535,122.587219786233,278.895238425245,251.080008219179,243.428355078012,120.731543896411,215.555423024138,159.033279977992,1
512,145.965775251784,127.028738195725,115.784651396141,116.722919561926,276.608504541272,226.865838988611,217.770319253332,143.081207416855,218.962245067675,160.243380687859,1
513,145.960483369036,127.036969588271,115.783359439997,116.734761427675,276.618176608817,226.861338212625,217.764929787325,143.089768855664,218.952497481425,160.238290238226,1
514,143.677772734228,108.14122457204,134.110747337628,121.078400317437,284.120956119384,239.983854858621,180.507730653199,97.5138867171368,227.277267019669,153.160716167029,1
515,143.675331694117,108.142025840788,134.136300558412,121.083876963411,284.123178051676,239.998571849418,180.509176425293,97.5156833816201,227.275935313904,153.157506678279,1
516,130.315121431007,88.6171697589482,126.74477270388,115.17993699553,252.777284605572,247.124099853529,190.012779592013,70.6692258899036,198.276350552306,153.23040621552,1
517,130.538156073985,88.6251582983216,126.770258428777,104.661942930505,248.764223136457,247.142126808133,190.011429583834,70.8084965785631,198.27191834913,153.230278775599,1
518,122.502367932739,74.8521552100932,154.758192958057,144.732505287365,256.293257030485,262.338849904315,153.320403876786,335.139031282371,83.4686344318672,142.147189551015,1
519,121.829579778883,74.8532851073192,154.736054943955,144.21927424002,255.776416504145,262.322599203412,153.252168356647,335.333907580625,83.4686067684946,142.140807022979,1
520,117.757517303006,78.7459266675071,107.672429014157,111.58488045774,248.473932911264,263.360818330622,173.046584080353,330.419545772573,44.4286391564475,178.937845924374,1
521,117.77096580445,78.7400239756426,114.009367171722,111.570013335798,248.474637798575,263.342340809961,173.006706906809,330.407176201275,44.4243069118124,178.921272143322,1
522,119.73863368684,126.008604989647,141.781118889112,124.352038902077,259.678475920757,273.074744974515,120.628589798015,329.845505399568,24.2841247311873,177.94602879483,1
523,119.737792352059,126.008908804134,141.774951609098,124.360807150348,259.68425276216,273.075684095516,120.634564038912,329.844283517375,24.2852420597981,166.216099401599,1
524,120.38036376713,161.822668533813,119.223263150281,138.192203381661,264.352273228127,253.646100960157,164.993545466385,305.582247057362,96.3218895505545,196.018462805716,1
525,120.374543559819,161.821037010106,119.21252640116,138.183582509914,264.34646621637,253.647547684415,147.643417360924,330.580488177614,96.3549150721669,196.040792112614,1
526,231.047884913445,204.464659501562,242.023787499501,259.421835204792,124.79583796617,120.458542290386,275.1484300959,74.1106245147665,117.485733816952,258.173088962707,1
527,227.506260557439,210.92470530912,264.475000172051,254.492164710402,124.029119404623,122.494283979572,272.769555485005,68.8774989280533,120.765202023058,251.783625439813,1
528,227.506503619997,210.924320860988,264.497201184893,254.502070272633,124.04244523849,122.512299260249,272.766446677683,68.8799219709947,120.764647506202,253.831121152565,1
529,234.087718280037,193.268410801977,291.959459887715,273.920824246163,136.563506100229,149.82182182364,276.777529939578,52.6094019869049,133.993467818521,254.817007761484,1
530,234.091102032361,193.270624575604,291.950901819352,273.929855611127,136.566035896125,149.817339907323,276.776504769745,52.6081234300481,133.995030655512,254.815348841377,1
531,223.882289585299,209.939579655693,245.199038548935,292.169705362848,129.496562456459,117.822481492948,277.262830690521,62.9866254379326,130.705439432881,252.019279000041,1
532,223.8847177866,209.946257261877,245.167234840551,292.20246087295,129.501173808317,117.802486509168,277.260392367882,62.9821626261912,130.70536696795,252.014387943914,1
533,212.54821449594,217.950723110524,264.018433036299,218.293396510268,105.561227310774,123.147110331545,274.817520339775,75.0131561732757,140.062859671227,254.193260669773,1
534,212.216002476632,217.94781852929,264.036468215159,218.292418445309,105.561669825722,123.156775133005,274.817692513295,70.4751271766847,140.05506484273,254.180694645497,1
535,211.628045696921,220.257688712161,241.563373988509,238.752950822295,105.659476381686,114.536515983542,272.937291203792,70.6356252926787,139.454367081329,258.380266780064,1
536,211.636281791246,220.26096623993,238.32882237781,238.753353868362,105.650689581405,111.312579972376,272.935321271232,70.6299921220455,139.454717555273,258.38182091351,1
537,215.424353368113,209.595641319547,262.677948033783,239.113150542861,106.090648107267,96.2412115275525,265.756293274609,75.2635723448895,136.514224338062,243.86316185187,1
538,215.427658680617,209.59601644343,262.686202250094,239.120779957319,106.087062135254,96.2360260100688,265.757294460113,75.2641296693949,136.510991295199,243.862667418416,1
539,216.868416330382,200.530865941655,259.500259697245,257.696569078953,110.721250371924,107.459369242963,266.5487745247,77.1457840481668,139.544173270829,246.639074754827,1
540,216.865820570658,200.533432009374,253.366862156257,257.694528280677,110.720063699651,107.46065672319,266.548498057506,77.1492892967312,139.545464862637,246.633684995889,1
541,214.469250142502,201.581888924223,256.991642259287,239.663527328283,113.111843432652,104.019674080074,261.739607014976,73.2077508439857,133.615001818544,242.898176875343,1
542,215.110252953783,201.590547143068,257.026548001309,239.71426115235,113.130400393961,104.036774071119,261.728517381469,68.3012729131495,133.612084474191,242.895727764542,1
543,213.264803355914,208.436631776829,250.498776510715,255.768418860806,121.29430724761,99.4429182792655,264.129350703464,70.5476609894223,140.068088376527,245.881720475355,1
544,213.265945724367,208.436622426466,250.498658913654,255.768610923591,121.291861809927,99.4422766302531,264.124604234524,70.5436886279593,140.066867084596,245.880695732591,1
545,213.266496307432,208.440362856648,250.490055115214,255.755639044953,121.291792987923,99.4375525163647,264.125214938967,70.5453443345229,140.066033013685,245.878897086949,1
546,213.265462207454,208.438417065789,250.490302818774,255.751246337634,121.285246863214,99.4341979056514,264.124681550113,70.5455978869841,136.642794584711,245.879336466216,1
547,208.124287184757,206.820743145574,248.015590564917,280.273958430138,120.116123731574,99.8564640189359,267.665194813344,79.0414863774786,127.675725602236,237.325442965372,1
548,208.126435902173,206.820765767332,248.031642309911,280.265002733424,120.10772164755,99.8663371940732,267.664583876539,79.040994864258,127.062818013278,237.617477613503,1
549,202.828926449926,221.031558289742,232.431017154092,291.005107098627,125.00460897098,96.5980685957087,261.476811488555,84.6782439712127,116.878657047345,237.923635033746,1
550,202.829516783155,221.032915068217,232.436319146069,291.041589961643,125.018404130369,96.6107623126205,261.481356599348,84.6806398397185,121.004039503423,237.926735648265,1
551,196.995904607599,235.850299084939,240.354792310809,274.916395799999,125.07570731404,94.1213324706073,260.398401328559,83.4105475587898,98.0234410437647,243.342429284968,1
552,196.998480201065,235.851131885235,240.347496487391,274.892089209861,125.060535037971,94.1168354837885,260.396190745931,83.40670210565,98.0275908514829,243.344028194736,1
553,190.995465288404,243.196921684094,236.626855911113,263.862067426917,122.742155842063,98.1256733613718,254.926831428345,87.1934520779768,76.9864559744774,253.19232517332,1
554,190.993229819014,243.196310702446,236.627404731201,263.864103928436,122.744664282523,98.1234167402399,254.931747640522,87.1960680714656,76.9849832248119,253.191430785684,1
555,184.565109124261,248.117689120037,249.372581140896,272.58077676709,125.153664652943,102.331197508839,245.037351649626,97.8319903012032,54.9373202061082,286.310338174783,1
556,184.568158300863,248.115885148414,249.372353974748,272.567806771957,125.144474895318,102.335740192366,245.038598655838,97.8310536102899,54.929057118372,286.307747736307,1
557,189.588776336593,247.658793832016,241.227178399542,271.98361707582,126.62271753757,91.1972476573989,235.804233777931,92.7331211251051,47.663434102204,270.01025112892,1
558,189.590660619581,247.657858396748,241.236444082434,277.980140758857,126.61362859432,91.1962438970475,235.805476947378,92.7326956382932,47.6650758963254,33.0023258262329,1
559,191.053698679246,236.601037782953,230.115537802146,248.725384780139,117.55414725975,93.831447719802,229.906077295032,101.199150460373,43.8314765709156,279.227634019935,1
560,191.063406221033,236.60015776248,230.124097959434,251.195086564997,120.066857236927,93.8378717821122,229.909480977526,101.203187423301,43.8309620985159,279.236472149544,1
561,146.88749897437,168.175402741608,113.126091013751,114.521415966889,268.598467156982,246.41413535993,256.77145351561,103.968461303294,93.9197658175905,244.546209550214,1
562,146.887174214914,168.173786845464,113.122515304753,114.519678799506,268.594527665475,246.406502808153,256.774019223216,103.970524989071,97.4239110709589,241.616982895588,1
563,161.641033360791,155.126364139262,109.737056874991,124.199282692149,260.182763896872,230.179706316254,257.071835969394,107.288156154697,91.4002068680918,239.555668501341,1
564,161.642342355492,155.128843754839,109.738446417542,124.193453235643,260.181572570738,230.179506725949,257.070531264138,107.288277602002,91.4017127300862,239.556712832255,1
565,173.438652034068,131.025750744462,123.687608283909,110.0004739935,236.265285856989,221.950006010834,250.453064890345,109.654652966224,99.7838336506033,225.682360990078,1
566,173.434741790453,131.026035515516,123.68409678819,110.011436452239,236.265705948572,221.946701194092,250.451635564456,109.653492696878,99.7800721626667,225.678107421999,1
567,164.735362390979,104.259870761574,122.93385668387,96.4688185717787,237.553861000973,222.601989368426,256.388162395392,97.8563727932322,101.272427881082,235.216434779743,1
568,164.734290062832,104.259049942164,122.908193004507,96.4659782368907,237.553021252235,222.592391145639,256.390674773983,97.8609042061394,101.274168175513,235.223580637006,1
569,154.307940653446,88.6287072044773,105.520401337851,94.951320853759,245.849088802823,225.811640079481,260.537986535092,104.376079870735,140.23792567009,235.466068259477,1
570,154.311987196377,87.5652871601292,100.97396273897,94.946071800943,245.84664285816,225.844754238414,261.567946294005,104.375290873391,140.252535904483,235.469593034593,1
571,146.454121352919,96.7910082008278,111.601087885304,99.1807288826331,250.989691259372,241.415108683136,266.302319965245,103.320819114166,144.823220425771,230.48710575163,1
572,146.918557502121,96.7951048121349,111.599757292735,99.1773437005421,250.987621891109,241.410571253167,266.299948746549,97.2273965291948,144.823852926563,230.483975615346,1
573,151.384468066321,137.781594717889,122.522973515296,176.64455065633,304.184462297299,259.433270266912,301.692973570604,83.8722941205766,141.925952197212,233.447900254884,1
574,151.382275539676,137.898898894986,122.524170903663,176.650491967553,304.204217934145,259.429786454614,291.942143695453,83.8638220722811,141.922353961559,233.447244506374,1
575,153.777081413194,162.815542031391,101.407109029731,100.692161309225,258.147377166076,246.271538545593,312.233277890312,79.2914319441023,145.560842923265,233.349537508142,1
576,153.781274817397,162.816380928878,101.408515209989,100.684346256073,258.141456857828,246.26427649085,312.234703234122,79.2914853469368,145.566099920432,233.352085268538,1
577,156.031454331067,178.506411944101,114.316488557233,95.1739689328949,252.628013691183,252.188940695767,299.002734508689,90.4082732206417,134.996053818087,236.574698151228,1
578,156.026315836599,178.507132770757,114.305800289225,95.183570731648,252.629737318175,252.187349933461,298.983832266151,90.4183998634,134.966232505523,236.555674307186,1
579,156.200852508363,178.515361479164,114.319986990069,94.3234281554094,251.900819602079,252.182667452494,298.961727215744,90.1037319500079,134.934304122046,236.238233057155,1
580,156.200036625136,178.515481056095,114.310977624017,94.3236839138701,251.904662025442,252.175392465326,298.963511696117,90.1141127676458,134.933989762476,236.24233904577,1
581,159.501612733087,177.601721899513,86.0343596408783,97.2022324013317,255.363478112993,266.085558096318,316.548883461715,86.3438990512372,129.666894502023,238.236462027594,1
582,159.508145992208,177.603642501734,86.0352405507818,96.3823446617026,254.542305454054,266.087701848566,316.558230619777,86.3489311710975,129.668128823539,238.240672740137,1
583,162.647733252897,176.253670418045,82.7941584193419,95.3074474633789,253.431827722668,263.610311661699,333.664238598324,63.8146240470334,109.134674324683,236.302462775856,1
584,162.650740527153,176.251610158458,82.771373710099,95.2855837032598,253.408878840699,263.606518192792,333.665550643642,63.8100706215985,109.137338379368,236.311958182105,1
585,162.801209949749,167.100006370971,86.3251732142578,102.844340981672,255.477117474806,267.796069453642,316.224123457776,72.4488992817844,92.1114046724077,236.527205648171,1
586,162.800929445708,167.098177762272,86.3397742222649,102.859664074936,255.481287414817,267.79841466611,316.231360795578,72.4467887553595,92.1096583136681,236.169153185283,1
587,160.903222044467,153.552370532414,117.318271133008,88.959949134145,254.264728893013,272.2576159857,321.637172067955,73.8652885268943,85.88330475678,227.051733360098,1
